healthy_index,healthy_path,healthy_stem,label_global_index,label_path,label_stem,case_dir,center,crop_bounds,used_label_crop_voxels,final_label_voxels
301,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI363-HH-2050-T1_preprocessed.nii.gz,IXI363-HH-2050-T1,982,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02105-103-seg.nii.gz,BraTS-GLI-02105-103,data\IXI_GLI\IXI363-HH-2050-T1__BraTS-GLI-02105-103,"[88, 114, 136]","{""x_min"": 40, ""x_max"": 136, ""y_min"": 66, ""y_max"": 162, ""z_min"": 88, ""z_max"": 184}",15528,15528
302,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI533-Guys-1066-T1_preprocessed.nii.gz,IXI533-Guys-1066-T1,990,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03063-100-seg.nii.gz,BraTS-GLI-03063-100,data\IXI_GLI\IXI533-Guys-1066-T1__BraTS-GLI-03063-100,"[98, 80, 77]","{""x_min"": 50, ""x_max"": 146, ""y_min"": 32, ""y_max"": 128, ""z_min"": 29, ""z_max"": 125}",98642,98642
303,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI257-HH-1724-T1_preprocessed.nii.gz,IXI257-HH-1724-T1,992,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02761-101-seg.nii.gz,BraTS-GLI-02761-101,data\IXI_GLI\IXI257-HH-1724-T1__BraTS-GLI-02761-101,"[179, 81, 162]","{""x_min"": 131, ""x_max"": 227, ""y_min"": 33, ""y_max"": 129, ""z_min"": 114, ""z_max"": 210}",4876,4876
304,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI052-HH-1343-T1_preprocessed.nii.gz,IXI052-HH-1343-T1,996,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03055-100-seg.nii.gz,BraTS-GLI-03055-100,data\IXI_GLI\IXI052-HH-1343-T1__BraTS-GLI-03055-100,"[173, 149, 80]","{""x_min"": 125, ""x_max"": 221, ""y_min"": 101, ""y_max"": 197, ""z_min"": 32, ""z_max"": 128}",36930,36930
305,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI358-Guys-0919-T1_preprocessed.nii.gz,IXI358-Guys-0919-T1,1001,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02837-101-seg.nii.gz,BraTS-GLI-02837-101,data\IXI_GLI\IXI358-Guys-0919-T1__BraTS-GLI-02837-101,"[106, 184, 92]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 136, ""y_max"": 232, ""z_min"": 44, ""z_max"": 140}",3023,3023
306,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI267-HH-1772-T1_preprocessed.nii.gz,IXI267-HH-1772-T1,1002,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02780-100-seg.nii.gz,BraTS-GLI-02780-100,data\IXI_GLI\IXI267-HH-1772-T1__BraTS-GLI-02780-100,"[60, 139, 146]","{""x_min"": 12, ""x_max"": 108, ""y_min"": 91, ""y_max"": 187, ""z_min"": 98, ""z_max"": 194}",10651,10651
307,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI385-HH-2078-T1_preprocessed.nii.gz,IXI385-HH-2078-T1,1003,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02245-101-seg.nii.gz,BraTS-GLI-02245-101,data\IXI_GLI\IXI385-HH-2078-T1__BraTS-GLI-02245-101,"[127, 175, 166]","{""x_min"": 79, ""x_max"": 175, ""y_min"": 127, ""y_max"": 223, ""z_min"": 118, ""z_max"": 214}",27867,27867
308,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI108-Guys-0865-T1_preprocessed.nii.gz,IXI108-Guys-0865-T1,1005,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02899-100-seg.nii.gz,BraTS-GLI-02899-100,data\IXI_GLI\IXI108-Guys-0865-T1__BraTS-GLI-02899-100,"[57, 147, 102]","{""x_min"": 9, ""x_max"": 105, ""y_min"": 99, ""y_max"": 195, ""z_min"": 54, ""z_max"": 150}",55373,55373
309,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI492-Guys-1022-T1_preprocessed.nii.gz,IXI492-Guys-1022-T1,1007,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02970-100-seg.nii.gz,BraTS-GLI-02970-100,data\IXI_GLI\IXI492-Guys-1022-T1__BraTS-GLI-02970-100,"[172, 90, 139]","{""x_min"": 124, ""x_max"": 220, ""y_min"": 42, ""y_max"": 138, ""z_min"": 91, ""z_max"": 187}",59076,59076
310,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI535-Guys-1061-T1_preprocessed.nii.gz,IXI535-Guys-1061-T1,1012,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02215-100-seg.nii.gz,BraTS-GLI-02215-100,data\IXI_GLI\IXI535-Guys-1061-T1__BraTS-GLI-02215-100,"[141, 99, 97]","{""x_min"": 93, ""x_max"": 189, ""y_min"": 51, ""y_max"": 147, ""z_min"": 49, ""z_max"": 145}",13430,13430
311,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI260-HH-1805-T1_preprocessed.nii.gz,IXI260-HH-1805-T1,1014,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02866-101-seg.nii.gz,BraTS-GLI-02866-101,data\IXI_GLI\IXI260-HH-1805-T1__BraTS-GLI-02866-101,"[108, 86, 99]","{""x_min"": 60, ""x_max"": 156, ""y_min"": 38, ""y_max"": 134, ""z_min"": 51, ""z_max"": 147}",38355,38355
312,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI486-Guys-1005-T1_preprocessed.nii.gz,IXI486-Guys-1005-T1,1017,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02957-101-seg.nii.gz,BraTS-GLI-02957-101,data\IXI_GLI\IXI486-Guys-1005-T1__BraTS-GLI-02957-101,"[127, 123, 167]","{""x_min"": 79, ""x_max"": 175, ""y_min"": 75, ""y_max"": 171, ""z_min"": 119, ""z_max"": 215}",11896,11896
313,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI625-Guys-1098-T1_preprocessed.nii.gz,IXI625-Guys-1098-T1,1020,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02175-101-seg.nii.gz,BraTS-GLI-02175-101,data\IXI_GLI\IXI625-Guys-1098-T1__BraTS-GLI-02175-101,"[124, 151, 189]","{""x_min"": 76, ""x_max"": 172, ""y_min"": 103, ""y_max"": 199, ""z_min"": 141, ""z_max"": 237}",45791,45791
314,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI113-Guys-0776-T1_preprocessed.nii.gz,IXI113-Guys-0776-T1,1028,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02178-102-seg.nii.gz,BraTS-GLI-02178-102,data\IXI_GLI\IXI113-Guys-0776-T1__BraTS-GLI-02178-102,"[117, 117, 162]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 69, ""y_max"": 165, ""z_min"": 114, ""z_max"": 210}",62353,62353
315,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI607-Guys-1097-T1_preprocessed.nii.gz,IXI607-Guys-1097-T1,1030,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02498-100-seg.nii.gz,BraTS-GLI-02498-100,data\IXI_GLI\IXI607-Guys-1097-T1__BraTS-GLI-02498-100,"[151, 90, 67]","{""x_min"": 103, ""x_max"": 199, ""y_min"": 42, ""y_max"": 138, ""z_min"": 19, ""z_max"": 115}",48345,48345
316,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI069-Guys-0769-T1_preprocessed.nii.gz,IXI069-Guys-0769-T1,1032,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02871-101-seg.nii.gz,BraTS-GLI-02871-101,data\IXI_GLI\IXI069-Guys-0769-T1__BraTS-GLI-02871-101,"[67, 88, 114]","{""x_min"": 19, ""x_max"": 115, ""y_min"": 40, ""y_max"": 136, ""z_min"": 66, ""z_max"": 162}",29013,29013
317,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI403-Guys-0965-T1_preprocessed.nii.gz,IXI403-Guys-0965-T1,1033,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03050-100-seg.nii.gz,BraTS-GLI-03050-100,data\IXI_GLI\IXI403-Guys-0965-T1__BraTS-GLI-03050-100,"[175, 168, 132]","{""x_min"": 127, ""x_max"": 223, ""y_min"": 120, ""y_max"": 216, ""z_min"": 84, ""z_max"": 180}",91342,91342
318,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI234-IOP-0870-T1_preprocessed.nii.gz,IXI234-IOP-0870-T1,1035,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02867-100-seg.nii.gz,BraTS-GLI-02867-100,data\IXI_GLI\IXI234-IOP-0870-T1__BraTS-GLI-02867-100,"[118, 72, 136]","{""x_min"": 70, ""x_max"": 166, ""y_min"": 24, ""y_max"": 120, ""z_min"": 88, ""z_max"": 184}",12088,12088
319,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI044-Guys-0712-T1_preprocessed.nii.gz,IXI044-Guys-0712-T1,1036,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02701-100-seg.nii.gz,BraTS-GLI-02701-100,data\IXI_GLI\IXI044-Guys-0712-T1__BraTS-GLI-02701-100,"[91, 136, 104]","{""x_min"": 43, ""x_max"": 139, ""y_min"": 88, ""y_max"": 184, ""z_min"": 56, ""z_max"": 152}",37080,37080
320,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI064-Guys-0743-T1_preprocessed.nii.gz,IXI064-Guys-0743-T1,1037,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02240-100-seg.nii.gz,BraTS-GLI-02240-100,data\IXI_GLI\IXI064-Guys-0743-T1__BraTS-GLI-02240-100,"[79, 70, 91]","{""x_min"": 31, ""x_max"": 127, ""y_min"": 22, ""y_max"": 118, ""z_min"": 43, ""z_max"": 139}",38366,38366
321,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI635-HH-2691-T1_preprocessed.nii.gz,IXI635-HH-2691-T1,1042,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02865-101-seg.nii.gz,BraTS-GLI-02865-101,data\IXI_GLI\IXI635-HH-2691-T1__BraTS-GLI-02865-101,"[96, 67, 113]","{""x_min"": 48, ""x_max"": 144, ""y_min"": 19, ""y_max"": 115, ""z_min"": 65, ""z_max"": 161}",34135,34135
322,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI496-Guys-1045-T1_preprocessed.nii.gz,IXI496-Guys-1045-T1,1045,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00506-100-seg.nii.gz,BraTS-GLI-00506-100,data\IXI_GLI\IXI496-Guys-1045-T1__BraTS-GLI-00506-100,"[178, 137, 112]","{""x_min"": 130, ""x_max"": 226, ""y_min"": 89, ""y_max"": 185, ""z_min"": 64, ""z_max"": 160}",65807,65807
323,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI239-HH-2296-T1_preprocessed.nii.gz,IXI239-HH-2296-T1,1050,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02081-102-seg.nii.gz,BraTS-GLI-02081-102,data\IXI_GLI\IXI239-HH-2296-T1__BraTS-GLI-02081-102,"[184, 141, 77]","{""x_min"": 136, ""x_max"": 232, ""y_min"": 93, ""y_max"": 189, ""z_min"": 29, ""z_max"": 125}",25220,25220
324,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI423-IOP-0974-T1_preprocessed.nii.gz,IXI423-IOP-0974-T1,1051,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02206-100-seg.nii.gz,BraTS-GLI-02206-100,data\IXI_GLI\IXI423-IOP-0974-T1__BraTS-GLI-02206-100,"[164, 179, 155]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 131, ""y_max"": 227, ""z_min"": 107, ""z_max"": 203}",29144,29144
325,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI207-Guys-0809-T1_preprocessed.nii.gz,IXI207-Guys-0809-T1,1054,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02861-101-seg.nii.gz,BraTS-GLI-02861-101,data\IXI_GLI\IXI207-Guys-0809-T1__BraTS-GLI-02861-101,"[148, 67, 99]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 19, ""y_max"": 115, ""z_min"": 51, ""z_max"": 147}",1606,1606
326,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI619-Guys-1099-T1_preprocessed.nii.gz,IXI619-Guys-1099-T1,1058,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02247-101-seg.nii.gz,BraTS-GLI-02247-101,data\IXI_GLI\IXI619-Guys-1099-T1__BraTS-GLI-02247-101,"[119, 103, 60]","{""x_min"": 71, ""x_max"": 167, ""y_min"": 55, ""y_max"": 151, ""z_min"": 12, ""z_max"": 108}",24717,24717
327,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI063-Guys-0742-T1_preprocessed.nii.gz,IXI063-Guys-0742-T1,1061,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02781-101-seg.nii.gz,BraTS-GLI-02781-101,data\IXI_GLI\IXI063-Guys-0742-T1__BraTS-GLI-02781-101,"[93, 176, 74]","{""x_min"": 45, ""x_max"": 141, ""y_min"": 128, ""y_max"": 224, ""z_min"": 26, ""z_max"": 122}",25717,25717
328,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI062-Guys-0740-T1_preprocessed.nii.gz,IXI062-Guys-0740-T1,1062,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02393-100-seg.nii.gz,BraTS-GLI-02393-100,data\IXI_GLI\IXI062-Guys-0740-T1__BraTS-GLI-02393-100,"[117, 188, 138]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 140, ""y_max"": 236, ""z_min"": 90, ""z_max"": 186}",26409,26409
329,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI112-Guys-0735-T1_preprocessed.nii.gz,IXI112-Guys-0735-T1,1063,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02637-101-seg.nii.gz,BraTS-GLI-02637-101,data\IXI_GLI\IXI112-Guys-0735-T1__BraTS-GLI-02637-101,"[148, 170, 78]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 122, ""y_max"": 218, ""z_min"": 30, ""z_max"": 126}",26933,26933
330,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI237-Guys-1049-T1_preprocessed.nii.gz,IXI237-Guys-1049-T1,1066,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02779-100-seg.nii.gz,BraTS-GLI-02779-100,data\IXI_GLI\IXI237-Guys-1049-T1__BraTS-GLI-02779-100,"[166, 208, 94]","{""x_min"": 118, ""x_max"": 214, ""y_min"": 160, ""y_max"": 256, ""z_min"": 46, ""z_max"": 142}",7365,7365
331,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI412-Guys-0949-T1_preprocessed.nii.gz,IXI412-Guys-0949-T1,1068,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02369-100-seg.nii.gz,BraTS-GLI-02369-100,data\IXI_GLI\IXI412-Guys-0949-T1__BraTS-GLI-02369-100,"[153, 137, 155]","{""x_min"": 105, ""x_max"": 201, ""y_min"": 89, ""y_max"": 185, ""z_min"": 107, ""z_max"": 203}",43351,43351
332,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI142-Guys-0786-T1_preprocessed.nii.gz,IXI142-Guys-0786-T1,1069,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02796-101-seg.nii.gz,BraTS-GLI-02796-101,data\IXI_GLI\IXI142-Guys-0786-T1__BraTS-GLI-02796-101,"[110, 153, 66]","{""x_min"": 62, ""x_max"": 158, ""y_min"": 105, ""y_max"": 201, ""z_min"": 18, ""z_max"": 114}",30050,30050
333,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI276-HH-1840-T1_preprocessed.nii.gz,IXI276-HH-1840-T1,1073,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03060-101-seg.nii.gz,BraTS-GLI-03060-101,data\IXI_GLI\IXI276-HH-1840-T1__BraTS-GLI-03060-101,"[73, 200, 111]","{""x_min"": 25, ""x_max"": 121, ""y_min"": 152, ""y_max"": 248, ""z_min"": 63, ""z_max"": 159}",26120,26120
334,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI333-IOP-0926-T1_preprocessed.nii.gz,IXI333-IOP-0926-T1,1076,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02995-100-seg.nii.gz,BraTS-GLI-02995-100,data\IXI_GLI\IXI333-IOP-0926-T1__BraTS-GLI-02995-100,"[131, 112, 192]","{""x_min"": 83, ""x_max"": 179, ""y_min"": 64, ""y_max"": 160, ""z_min"": 144, ""z_max"": 240}",53764,53764
335,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI330-Guys-0881-T1_preprocessed.nii.gz,IXI330-Guys-0881-T1,1079,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02124-100-seg.nii.gz,BraTS-GLI-02124-100,data\IXI_GLI\IXI330-Guys-0881-T1__BraTS-GLI-02124-100,"[150, 89, 125]","{""x_min"": 102, ""x_max"": 198, ""y_min"": 41, ""y_max"": 137, ""z_min"": 77, ""z_max"": 173}",29902,29902
336,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI081-Guys-0855-T1_preprocessed.nii.gz,IXI081-Guys-0855-T1,1080,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02199-103-seg.nii.gz,BraTS-GLI-02199-103,data\IXI_GLI\IXI081-Guys-0855-T1__BraTS-GLI-02199-103,"[87, 145, 63]","{""x_min"": 39, ""x_max"": 135, ""y_min"": 97, ""y_max"": 193, ""z_min"": 15, ""z_max"": 111}",19456,19456
337,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI592-Guys-1085-T1_preprocessed.nii.gz,IXI592-Guys-1085-T1,1081,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02192-102-seg.nii.gz,BraTS-GLI-02192-102,data\IXI_GLI\IXI592-Guys-1085-T1__BraTS-GLI-02192-102,"[117, 76, 73]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 28, ""y_max"": 124, ""z_min"": 25, ""z_max"": 121}",77283,77283
338,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI126-HH-1437-T1_preprocessed.nii.gz,IXI126-HH-1437-T1,1087,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02931-100-seg.nii.gz,BraTS-GLI-02931-100,data\IXI_GLI\IXI126-HH-1437-T1__BraTS-GLI-02931-100,"[87, 59, 100]","{""x_min"": 39, ""x_max"": 135, ""y_min"": 11, ""y_max"": 107, ""z_min"": 52, ""z_max"": 148}",13769,13769
339,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI574-IOP-1156-T1_preprocessed.nii.gz,IXI574-IOP-1156-T1,1091,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03009-100-seg.nii.gz,BraTS-GLI-03009-100,data\IXI_GLI\IXI574-IOP-1156-T1__BraTS-GLI-03009-100,"[164, 132, 160]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 84, ""y_max"": 180, ""z_min"": 112, ""z_max"": 208}",40578,40578
340,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI648-Guys-1107-T1_preprocessed.nii.gz,IXI648-Guys-1107-T1,1094,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02243-101-seg.nii.gz,BraTS-GLI-02243-101,data\IXI_GLI\IXI648-Guys-1107-T1__BraTS-GLI-02243-101,"[68, 169, 121]","{""x_min"": 20, ""x_max"": 116, ""y_min"": 121, ""y_max"": 217, ""z_min"": 73, ""z_max"": 169}",23026,23026
341,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI139-Guys-0815-T1_preprocessed.nii.gz,IXI139-Guys-0815-T1,1102,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02891-100-seg.nii.gz,BraTS-GLI-02891-100,data\IXI_GLI\IXI139-Guys-0815-T1__BraTS-GLI-02891-100,"[98, 63, 136]","{""x_min"": 50, ""x_max"": 146, ""y_min"": 15, ""y_max"": 111, ""z_min"": 88, ""z_max"": 184}",24247,24247
342,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI299-Guys-0893-T1_preprocessed.nii.gz,IXI299-Guys-0893-T1,1106,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02813-101-seg.nii.gz,BraTS-GLI-02813-101,data\IXI_GLI\IXI299-Guys-0893-T1__BraTS-GLI-02813-101,"[123, 156, 148]","{""x_min"": 75, ""x_max"": 171, ""y_min"": 108, ""y_max"": 204, ""z_min"": 100, ""z_max"": 196}",92364,92364
343,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI487-Guys-1037-T1_preprocessed.nii.gz,IXI487-Guys-1037-T1,1108,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02890-101-seg.nii.gz,BraTS-GLI-02890-101,data\IXI_GLI\IXI487-Guys-1037-T1__BraTS-GLI-02890-101,"[72, 88, 76]","{""x_min"": 24, ""x_max"": 120, ""y_min"": 40, ""y_max"": 136, ""z_min"": 28, ""z_max"": 124}",97031,97031
344,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI194-Guys-0818-T1_preprocessed.nii.gz,IXI194-Guys-0818-T1,1116,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02149-100-seg.nii.gz,BraTS-GLI-02149-100,data\IXI_GLI\IXI194-Guys-0818-T1__BraTS-GLI-02149-100,"[120, 112, 147]","{""x_min"": 72, ""x_max"": 168, ""y_min"": 64, ""y_max"": 160, ""z_min"": 99, ""z_max"": 195}",18809,18809
345,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI561-IOP-1152-T1_preprocessed.nii.gz,IXI561-IOP-1152-T1,1123,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02794-100-seg.nii.gz,BraTS-GLI-02794-100,data\IXI_GLI\IXI561-IOP-1152-T1__BraTS-GLI-02794-100,"[160, 84, 90]","{""x_min"": 112, ""x_max"": 208, ""y_min"": 36, ""y_max"": 132, ""z_min"": 42, ""z_max"": 138}",31416,31416
